id,left,top,right,bottom,NYECount,Dec1count
419,1109969.889,5003156.1482,1119969.889,4993156.1482,,
420,1109969.889,4993156.1482,1119969.889,4983156.1482,,
421,1109969.889,4983156.1482,1119969.889,4973156.1482,31540.7404,16590.794
422,1109969.889,4973156.1482,1119969.889,4963156.1482,915578.9144,481605.094
423,1109969.889,4963156.1482,1119969.889,4953156.1482,3799430.3089,1998544.267
424,1109969.889,4953156.1482,1119969.889,4943156.1482,5081261.0589,2672802.06
425,1109969.889,4943156.1482,1119969.889,4933156.1482,4415264.2919,2322480.061
426,1109969.889,4933156.1482,1119969.889,4923156.1482,3869022.4752,2035150.551
427,1109969.889,4923156.1482,1119969.889,4913156.1482,2338764.9746,1230217.414
428,1109969.889,4913156.1482,1119969.889,4903156.1482,4899348.9956,2577114.212
429,1109969.889,4903156.1482,1119969.889,4893156.1482,5086068.0553,2675330.596
430,1109969.889,4893156.1482,1119969.889,4883156.1482,3732431.9297,1963302.345
431,1109969.889,4883156.1482,1119969.889,4873156.1482,3236339.0437,1702351.751
432,1109969.889,4873156.1482,1119969.889,4863156.1482,4932916.5632,2594771.14
433,1109969.889,4863156.1482,1119969.889,4853156.1482,12995.0234,6835.533
434,1109969.889,4853156.1482,1119969.889,4843156.1482,,
435,1109969.889,4843156.1482,1119969.889,4833156.1482,,
436,1109969.889,4833156.1482,1119969.889,4823156.1482,,
437,1109969.889,4823156.1482,1119969.889,4813156.1482,,
438,1109969.889,4813156.1482,1119969.889,4803156.1482,,
439,1109969.889,4803156.1482,1119969.889,4793156.1482,,
440,1109969.889,4793156.1482,1119969.889,4783156.1482,,
441,1109969.889,4783156.1482,1119969.889,4773156.1482,,
442,1109969.889,4773156.1482,1119969.889,4763156.1482,,
443,1109969.889,4763156.1482,1119969.889,4753156.1482,,
444,1109969.889,4753156.1482,1119969.889,4743156.1482,,
445,1119969.889,6223156.1482,1129969.889,6213156.1482,,
446,1119969.889,6213156.1482,1129969.889,6203156.1482,,
447,1119969.889,6203156.1482,1129969.889,6193156.1482,,
448,1119969.889,6193156.1482,1129969.889,6183156.1482,,
449,1119969.889,6183156.1482,1129969.889,6173156.1482,,
450,1119969.889,6173156.1482,1129969.889,6163156.1482,,
451,1119969.889,6163156.1482,1129969.889,6153156.1482,,
